,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
6964,1,0.0,1,34.2,69,3051.525518,0.000714286,,0.0,0.0,Oct,2,4,9,3,Returning_Visitor,False,False
1123,0,0.0,0,0.0,2,0.0,0.2,,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
9373,0,0.0,0,0.0,11,1267.25,0.02,0.03,0.0,0.0,Nov,1,8,2,11,New_Visitor,True,False
3342,2,108.0,0,0.0,8,316.5,0.033333333,0.040740741,0.0,0.0,May,3,2,3,11,Returning_Visitor,True,False
1407,1,85.0,4,208.5,12,413.8,0.0,0.003921569,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,False,False
2605,0,0.0,0,0.0,18,356.0,0.011111111,0.038888889,0.0,0.2,May,3,2,3,13,Returning_Visitor,False,False
10197,10,770.7388889,2,138.6666667,35,726.0388889,0.0,0.005434783,10.82357287,0.0,Nov,2,2,7,2,Returning_Visitor,False,True
4559,0,0.0,0,0.0,58,2498.029762,0.020689655,0.046264368,0.0,0.4,May,2,6,3,20,Returning_Visitor,False,False
8065,0,0.0,0,0.0,6,82.5,0.0,0.033333333,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,False,False
4434,3,135.5,0,0.0,37,1238.375,0.005405405,0.030510511,7.941531532,0.0,May,2,2,1,2,Returning_Visitor,False,False
3514,0,0.0,0,0.0,7,604.0,0.0,0.033333333,53.988,0.0,May,2,5,3,2,New_Visitor,False,True
7511,4,174.8,0,0.0,16,237.5,0.0,0.011111111,0.0,0.0,Sep,3,2,4,2,New_Visitor,False,False
11216,4,48.66666667,0,0.0,66,2436.106169,0.006036217,0.034560698,12.02904527,0.0,Nov,2,2,3,6,Returning_Visitor,False,False
11918,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Nov,8,2,9,2,New_Visitor,False,False
1414,1,69.5,0,0.0,8,226.5,0.0,,0.0,0.0,Mar,3,2,1,13,Returning_Visitor,False,False
4683,3,152.0,0,0.0,9,117.0,0.0,0.016666667,0.0,0.0,May,2,2,1,5,New_Visitor,True,False
7013,5,20.0,0,0.0,72,3220.887143,0.024937343,0.061688596,0.975803268,0.0,Oct,4,1,2,1,Returning_Visitor,False,False
621,3,92.83333333,0,0.0,24,463.8166667,0.002666667,,17.84230699,0.0,Mar,1,1,1,2,Returning_Visitor,False,True
12317,3,100.5,0,0.0,95,1453.640882,0.002105263,0.012761333,0.0,0.0,Dec,2,2,3,2,New_Visitor,False,False
7480,7,140.5733333,1,108.8,43,1912.751905,0.008333333,0.007777778,19.64189593,0.0,Nov,3,2,6,5,Returning_Visitor,False,False
10870,0,0.0,0,0.0,16,107.9291667,0.0,0.008531746,0.0,0.0,Dec,2,2,7,2,Returning_Visitor,False,False
11010,0,0.0,0,0.0,40,694.0178571,0.005,,0.0,0.0,Dec,2,2,3,2,New_Visitor,False,False
818,0,0.0,2,76.5,22,850.5333333,0.004545455,0.03446281,0.0,0.0,Mar,3,2,3,1,Returning_Visitor,False,False
10757,0,0.0,0,0.0,9,87.91666667,0.0,0.003174603,0.0,0.0,Nov,8,2,5,1,Returning_Visitor,True,False
4600,0,0.0,0,0.0,13,222.5,0.0,,0.0,0.0,May,2,2,7,2,Returning_Visitor,False,False
6551,0,0.0,0,0.0,7,245.4,0.025,0.08125,3.27121463,0.0,Sep,3,7,3,4,Returning_Visitor,False,False
9556,0,0.0,0,0.0,61,1964.847222,0.021311475,0.041065574,0.0,0.0,Nov,3,2,2,13,Returning_Visitor,False,False
11140,0,0.0,0,0.0,6,60.0,0.15,0.138888889,0.0,0.0,Nov,3,2,5,1,Returning_Visitor,False,False
7719,1,99.8,0,0.0,110,2056.48859,0.0,0.004892966,0.0,0.0,Jul,2,2,1,1,Returning_Visitor,False,False
8938,0,0.0,1,0.0,2,0.0,0.2,0.2,0.0,0.0,Nov,1,1,1,15,Returning_Visitor,False,False
11784,0,0.0,0,0.0,5,513.25,0.0,0.013333333,0.0,0.0,Nov,3,2,7,6,Returning_Visitor,False,False
2576,0,0.0,0,0.0,3,222.0,0.133333333,,0.0,0.0,May,1,1,3,3,Returning_Visitor,False,False
2380,0,0.0,1,0.0,0,0.0,0.2,,0.0,1.0,May,1,1,3,3,Returning_Visitor,True,False
2579,3,189.0,1,32.0,26,1517.9,0.0,0.007142857,34.34857143,0.0,May,2,2,7,1,New_Visitor,False,True
2296,0,0.0,0,0.0,44,1151.116667,0.0,0.017829457,7.529302326,0.0,May,2,2,1,6,Returning_Visitor,False,False
11839,5,879.5,0,0.0,43,2365.429545,0.0,0.013043478,0.0,0.0,Nov,4,1,1,10,Returning_Visitor,False,False
2295,0,0.0,0,0.0,2,44.0,0.0,0.1,0.0,0.0,May,1,1,8,1,Returning_Visitor,False,False
7384,12,263.46,7,145.0,71,1683.744444,0.004878049,,42.14163315,0.0,Oct,2,10,1,4,Returning_Visitor,False,False
5743,0,0.0,0,0.0,50,1085.891081,0.025952381,,0.0,0.0,Oct,1,1,1,4,Returning_Visitor,False,False
6469,3,23.0,0,0.0,3,1225.2,0.0,0.04,10.99901844,0.0,Sep,2,2,1,1,Returning_Visitor,True,True
761,2,44.0,0,0.0,26,1636.016667,0.007692308,,0.0,0.0,Mar,2,6,1,1,Returning_Visitor,False,False
8906,5,286.4642857,1,29.5,64,2058.604545,0.008955224,0.009549977,6.49391045,0.0,Nov,3,2,3,10,Returning_Visitor,False,True
6997,3,49.4,4,321.4,91,6418.819048,0.018181818,0.046632997,13.83791777,0.0,Jul,2,2,1,3,Returning_Visitor,False,False
3694,0,0.0,0,0.0,8,211.3333333,0.0,,0.0,0.0,May,2,5,3,2,Returning_Visitor,True,False
3687,0,0.0,0,0.0,12,103.0,0.133333333,0.166666667,0.0,0.6,May,2,2,1,3,Returning_Visitor,False,False
10958,0,0.0,1,0.0,13,268.75,0.007692308,0.038461538,13.43133991,0.0,Dec,1,1,1,1,Returning_Visitor,False,False
5675,0,0.0,2,38.2,39,873.0,0.01,0.02,0.0,0.0,Sep,1,1,1,4,Returning_Visitor,False,False
8345,2,123.75,0,0.0,21,938.3333333,0.01,0.016666667,218.3951915,0.0,Dec,1,1,3,2,Returning_Visitor,False,False
3931,5,114.6666667,0,0.0,14,222.6666667,0.08,,0.0,0.8,May,3,2,3,13,Returning_Visitor,False,False
6556,0,0.0,0,0.0,2,150.6,0.0,0.033333333,0.0,0.0,Oct,2,2,3,5,Returning_Visitor,False,False
4030,8,245.0833333,1,194.0,93,3646.966667,0.005154639,,4.629470103,0.0,May,3,2,1,13,Returning_Visitor,False,False
12074,3,127.5,1,46.5,33,1440.933333,0.011428571,,0.0,0.0,Dec,2,2,1,1,Returning_Visitor,False,False
5377,0,0.0,0,0.0,1,0.0,0.2,,0.0,0.0,May,6,7,3,15,Returning_Visitor,False,False
12237,0,0.0,0,0.0,112,6673.291392,0.0,0.008744589,5.468093499,0.0,Nov,2,4,1,3,Returning_Visitor,False,False
10804,3,24.0,0,0.0,35,529.2916667,0.0,0.021621622,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,False,False
2122,3,27.0,0,0.0,21,898.0,0.015384615,,10.94723077,0.6,May,2,2,1,3,Returning_Visitor,False,True
12113,5,121.425,1,8.0,16,792.75,0.005,0.008333333,38.41401623,0.0,Nov,2,2,1,3,Returning_Visitor,False,False
3486,4,128.5,0,0.0,14,273.25,0.0,0.0125,0.0,0.0,May,1,8,4,4,Returning_Visitor,True,False
2547,0,0.0,0,0.0,19,483.5833333,0.021052632,0.025789474,0.0,0.2,May,1,1,4,3,Returning_Visitor,False,False
2395,3,65.16666667,2,16.0,23,599.3333333,0.008333333,0.016666667,5.4945,0.0,May,1,8,2,11,Returning_Visitor,True,True
6005,6,1013.886667,1,378.8,8,230.28,0.0,0.02254902,13.86451214,0.0,Sep,2,2,3,2,Returning_Visitor,True,False
3246,4,191.0,0,0.0,45,2171.174592,0.0,0.017931489,0.0,0.4,May,2,4,7,6,Returning_Visitor,False,False
5901,3,50.94615385,1,42.4,38,1323.093695,0.007738095,0.012865853,5.62486136,0.0,Sep,3,2,8,2,Returning_Visitor,True,False
5405,0,0.0,0,0.0,24,324.0,0.104166667,,0.0,0.6,May,3,2,6,13,Returning_Visitor,False,False
6188,0,0.0,0,0.0,42,2385.666667,0.003333333,0.035833333,0.0,0.0,Jul,2,5,7,1,Returning_Visitor,False,False
2518,0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,May,3,2,4,3,Returning_Visitor,False,False
1869,2,7.0,0,0.0,3,66.0,0.0,0.066666667,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
441,2,26.0,0,0.0,19,3277.0,0.015789474,0.037894737,0.0,0.0,Mar,2,2,4,6,Returning_Visitor,False,False
6962,3,37.2,1,0.0,3,14.0,0.0,,0.0,0.0,Sep,2,7,7,2,New_Visitor,True,False
11287,1,17.0,0,0.0,21,602.9166667,0.026666667,0.0425,0.0,0.0,Nov,3,2,1,13,Returning_Visitor,False,False
9938,0,0.0,0,0.0,5,375.0,0.0,0.04,0.0,0.0,Nov,1,1,3,10,Returning_Visitor,True,False
5159,2,70.66666667,1,101.0,56,1086.074242,0.010526316,0.022368421,14.84053801,0.0,May,2,2,3,2,Returning_Visitor,False,False
384,9,213.3214286,5,528.0,61,2258.430586,0.01,0.020655014,2.810812468,0.0,Mar,1,1,4,2,Returning_Visitor,False,False
841,0,0.0,0,0.0,6,203.15,0.0,0.051111111,0.0,0.0,Mar,2,2,7,2,Returning_Visitor,False,False
432,2,45.0,0,0.0,9,96.46666667,0.0,0.018181818,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,False
8126,0,0.0,0,0.0,10,455.0,0.0,0.022222222,25.7526389,0.0,Dec,1,1,2,2,New_Visitor,False,True
10495,7,133.4666667,4,46.5,26,1357.833333,0.0,,18.26940096,0.0,Nov,3,2,9,2,New_Visitor,True,True
7638,0,0.0,0,0.0,10,232.4,0.0,0.0,0.0,0.0,Aug,1,1,3,4,Returning_Visitor,False,False
479,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,2,2,3,3,Returning_Visitor,False,False
11374,0,0.0,0,0.0,12,338.75,0.0,0.033333333,0.0,0.0,Nov,2,4,1,2,Returning_Visitor,False,False
3104,4,130.5,0,0.0,6,165.5,0.0,0.033333333,0.0,0.0,May,3,2,1,4,Returning_Visitor,False,False
5430,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,3,3,1,3,Returning_Visitor,False,False
5217,15,189.2142857,8,261.0,97,1871.788041,0.002252252,0.010302067,2.904177177,0.0,May,2,2,4,2,Returning_Visitor,False,False
1969,0,0.0,0,0.0,16,622.0,0.0,0.0125,0.0,0.0,Mar,2,10,2,6,Returning_Visitor,False,False
1562,0,0.0,0,0.0,2,73.0,0.05,,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
12256,0,0.0,0,0.0,9,867.0,0.022222222,,0.0,0.0,Nov,1,1,1,3,Returning_Visitor,False,False
5454,0,0.0,0,0.0,13,214.25,0.091666667,0.097777778,0.0,0.8,May,3,2,3,13,Returning_Visitor,False,False
5145,9,249.5,0,0.0,66,2506.333333,0.015277778,0.041369048,13.99708333,0.0,May,2,2,6,6,Returning_Visitor,False,True
6179,1,56.4,1,14.2,24,1183.826667,0.0,,0.0,0.0,Jul,2,2,8,2,New_Visitor,True,False
6468,2,24.13333333,0,0.0,19,263.7128571,0.0,0.00125,0.0,0.0,Oct,3,2,1,2,Returning_Visitor,False,False
10450,3,30.0,0,0.0,23,625.3,0.016666667,,0.0,0.0,Dec,2,2,3,3,Returning_Visitor,False,False
8404,0,0.0,0,0.0,26,470.8166667,0.005128205,0.042307692,0.0,0.0,Nov,3,2,4,11,Returning_Visitor,True,False
8172,5,140.5833333,2,87.0,69,1918.902722,0.003424658,0.021575342,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,False,False
8214,0,0.0,0,0.0,12,846.25,0.0,0.018181818,40.4014481,0.0,Dec,2,6,1,6,New_Visitor,False,True
3114,2,7.0,1,0.0,79,3393.903571,0.017761848,0.04031012,0.0,1.0,May,2,2,1,5,Returning_Visitor,True,False
1278,1,0.0,0,0.0,8,436.0,0.0,0.022222222,0.0,0.0,Mar,2,4,6,1,Returning_Visitor,True,False
7865,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Jul,3,2,1,4,Returning_Visitor,False,False
6020,8,116.9722222,9,2252.033333,19,1135.880556,0.009677419,,0.0,0.0,Jul,3,2,4,2,Returning_Visitor,True,False
9531,2,95.0,0,0.0,10,445.0,0.016666667,0.033333333,0.0,0.0,Dec,2,2,4,2,New_Visitor,True,False
6719,7,351.0833333,1,131.0,53,3271.030448,0.0,0.005527012,13.78150822,0.0,Nov,1,1,2,4,Returning_Visitor,False,False
297,4,171.25,0,0.0,22,851.5595238,0.004545455,0.031907308,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,False,False
6611,0,0.0,0,0.0,8,65.4,0.05,0.15,0.0,0.0,Aug,1,1,1,3,Returning_Visitor,False,False
7187,1,29.2,0,0.0,7,75.6,0.0,0.025,0.0,0.0,Aug,1,1,4,2,New_Visitor,True,False
9705,6,634.5,3,312.75,172,7017.192635,0.001396648,0.019865374,0.0,0.0,Nov,2,4,1,2,Returning_Visitor,False,False
1215,0,0.0,0,0.0,14,363.3181818,0.014285714,0.023809524,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,False,False
2242,5,43.4,0,0.0,32,3121.555556,0.009259259,0.036759259,26.5455,0.0,May,2,4,4,2,Returning_Visitor,False,False
8161,5,63.0,0,0.0,27,458.5,0.0,,0.0,0.0,Dec,2,2,6,2,New_Visitor,True,False
5709,5,265.0433333,1,0.0,38,1712.776667,0.013333333,,0.0,0.0,Aug,2,2,8,1,Returning_Visitor,False,False
736,0,0.0,0,0.0,3,14.0,0.0,,0.0,0.0,Mar,4,1,3,3,Returning_Visitor,False,False
2204,3,14.0,0,0.0,25,4207.666667,0.008333333,0.020833333,0.0,0.0,May,2,2,3,13,Returning_Visitor,True,False
1248,1,18.0,0,0.0,24,1571.0,0.0,0.016666667,0.0,0.0,Mar,2,2,2,3,Returning_Visitor,False,False
122,0,0.0,2,75.0,14,442.3333333,0.0,0.034375,0.0,0.8,Feb,1,1,3,3,Returning_Visitor,False,False
5167,0,0.0,0,0.0,7,1859.5,0.0,0.057142857,0.0,0.0,May,2,2,1,6,Returning_Visitor,False,False
8572,0,0.0,0,0.0,18,909.75,0.022222222,,0.0,0.0,Nov,3,2,1,3,Returning_Visitor,False,False
11005,0,0.0,0,0.0,5,72.75,0.0,0.04,0.0,0.0,Dec,3,2,1,2,New_Visitor,True,False
2085,2,91.0,3,865.0,27,1244.833333,0.0,,0.0,0.0,Mar,2,2,1,2,New_Visitor,True,False
4640,0,0.0,0,0.0,2,0.0,0.066666667,,0.0,0.0,May,2,2,2,4,Returning_Visitor,True,False
8452,6,112.5,0,0.0,86,2041.23355,0.000387597,0.00786268,5.911452178,0.0,Nov,2,4,1,2,Returning_Visitor,False,True
3141,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.8,May,2,2,1,11,Returning_Visitor,False,False
10743,0,0.0,2,63.5,14,376.0,0.0375,0.040625,0.0,0.0,Nov,2,2,2,11,Returning_Visitor,True,True
5632,2,423.6,0,0.0,46,2031.506667,0.013043478,,0.0,0.0,Aug,2,2,4,1,Returning_Visitor,False,False
7037,1,119.8,0,0.0,10,175.35,0.0,0.009090909,0.0,0.0,Jul,1,1,5,3,Returning_Visitor,False,False
12094,4,441.1,0,0.0,20,249.8214286,0.0,,0.0,0.0,Dec,1,1,1,2,Returning_Visitor,False,False
2562,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,2,2,1,13,Returning_Visitor,False,False
785,0,0.0,0,0.0,8,142.0,0.0,0.05,0.0,0.0,Mar,2,7,2,3,Returning_Visitor,False,False
3287,0,0.0,0,0.0,40,1090.566667,0.018392857,0.041198413,0.0,0.0,May,2,4,1,6,Returning_Visitor,False,False
11485,0,0.0,0,0.0,30,1285.166667,0.002758621,0.022660099,0.0,0.0,Nov,3,3,1,8,Returning_Visitor,True,False
10727,0,0.0,0,0.0,20,624.0083333,0.005,0.015178571,0.0,0.0,Dec,1,2,3,2,Returning_Visitor,False,False
9054,6,237.5,3,347.5,22,740.5,0.008,0.02,87.94459488,0.0,Dec,3,2,1,2,Returning_Visitor,False,False
3046,0,0.0,0,0.0,44,547.0,0.06,0.087407407,0.0,0.6,May,3,2,1,13,Returning_Visitor,False,False
3102,0,0.0,0,0.0,15,1861.5,0.0,0.026666667,0.0,0.0,May,3,3,4,3,Returning_Visitor,False,False
2289,0,0.0,0,0.0,43,1146.5,0.006976744,0.035271318,0.0,0.6,May,2,2,1,4,Returning_Visitor,False,False
11626,0,0.0,0,0.0,6,529.5,0.0,0.04,44.443614,0.0,Dec,2,2,2,1,Returning_Visitor,False,True
2444,2,33.0,0,0.0,12,237.0,0.0,,0.0,0.0,May,4,2,9,3,Returning_Visitor,False,False
2294,0,0.0,0,0.0,17,248.9,0.0,0.02745098,0.0,0.8,May,1,1,3,2,Returning_Visitor,False,False
9332,13,249.3916667,1,103.0,71,2582.699717,0.0,,6.733744751,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
4806,0,0.0,0,0.0,2,59.0,0.0,0.1,0.0,0.0,May,2,2,7,4,Returning_Visitor,False,False
2679,0,0.0,0,0.0,23,178.6,0.086956522,0.092753623,0.0,0.6,May,3,2,2,3,Returning_Visitor,False,False
544,6,77.0,3,447.0,34,1469.702381,0.0,0.02398374,22.80152439,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
3531,0,0.0,0,0.0,18,689.6666667,0.023529412,0.030392157,0.0,0.0,May,2,2,7,6,Returning_Visitor,True,False
2751,0,0.0,0,0.0,1,0.0,0.2,,0.0,0.0,May,1,1,2,3,New_Visitor,False,False
8999,8,256.5,1,0.0,57,1319.366667,0.006774194,,3.373062968,0.0,Nov,3,2,3,2,Returning_Visitor,True,True
3433,0,0.0,0,0.0,13,646.7916667,0.005128205,,0.0,0.8,May,1,1,2,1,Returning_Visitor,False,False
11266,2,55.5,0,0.0,25,2466.533333,0.007407407,0.028888889,49.01323885,0.0,Dec,2,2,1,2,Returning_Visitor,False,False
6922,0,0.0,0,0.0,15,956.3333333,0.013333333,0.046666667,20.13907622,0.0,Nov,2,2,3,1,Returning_Visitor,False,False
2425,0,0.0,0,0.0,6,202.0,0.033333333,,0.0,0.4,May,2,2,6,4,Returning_Visitor,False,False
65,3,87.83333333,0,0.0,27,798.3333333,0.0,0.012643678,22.9160357,0.8,Feb,2,2,3,1,Returning_Visitor,False,True
2476,5,626.0,1,66.0,77,2660.15,0.0,0.008227848,41.92518987,0.0,May,1,1,3,2,Returning_Visitor,False,False
8030,1,49.5,0,0.0,65,3804.2875,0.0,0.0203125,0.0,0.0,Nov,2,5,3,13,Returning_Visitor,True,False
4411,5,39.0,2,12.0,15,158.0,0.0,,0.0,0.0,May,2,2,9,4,Returning_Visitor,False,False
11358,3,98.5,1,21.25,46,1438.1,0.004255319,0.017801418,27.86366003,0.0,Dec,3,2,1,2,Returning_Visitor,True,False
9119,0,0.0,0,0.0,21,591.9,0.03015873,0.057142857,0.0,0.0,Dec,1,2,1,1,Returning_Visitor,True,False
9933,10,175.3333333,0,0.0,88,2638.244429,0.004395604,0.022464739,8.27583441,0.0,Nov,1,1,8,10,Returning_Visitor,True,False
9917,0,0.0,0,0.0,2,11.0,0.0,0.1,0.0,0.0,Nov,3,2,1,10,Returning_Visitor,False,False
7103,6,202.4,1,0.0,22,2006.046667,0.007142857,0.032738095,8.052231522,0.0,Nov,6,5,4,2,Returning_Visitor,False,False
9331,0,0.0,0,0.0,33,629.8583333,0.006060606,0.03030303,0.0,0.0,Nov,2,2,3,1,Returning_Visitor,True,False
2640,0,0.0,0,0.0,4,60.0,0.05,0.075,0.0,1.0,May,1,1,1,17,Returning_Visitor,True,False
10925,0,0.0,0,0.0,2,29.5,0.0,,0.0,0.0,Nov,1,1,3,2,Returning_Visitor,False,False
4177,2,143.8,1,0.0,6,90.75,0.022222222,0.055555556,0.0,0.0,May,3,2,8,3,Returning_Visitor,False,False
896,1,47.0,0,0.0,5,388.0,0.0,0.04,31.188,0.0,Mar,1,1,7,3,Returning_Visitor,True,True
3636,3,37.3,4,166.0,67,3872.50942,0.039495923,0.04474971,2.341419718,0.0,May,3,2,3,2,Returning_Visitor,True,False
11651,0,0.0,2,13.0,45,3740.291667,0.012765957,0.041884498,0.0,0.0,Dec,2,10,1,1,Returning_Visitor,True,False
10618,0,0.0,0,0.0,15,618.25,0.0,,0.0,0.0,Dec,2,2,7,8,New_Visitor,True,False
1173,1,7.0,0,0.0,29,906.5666667,0.0,0.006896552,0.0,0.0,Mar,4,1,1,2,New_Visitor,True,False
10455,6,122.25,1,33.5,60,2719.654762,0.006557377,,0.0,0.0,Dec,1,2,1,2,Returning_Visitor,False,False
4393,4,61.5,0,0.0,40,1115.878205,0.0,,0.0,0.0,May,3,2,1,11,New_Visitor,False,False
2818,0,0.0,0,0.0,33,1703.321429,0.0,,0.0,0.6,May,2,5,3,1,Returning_Visitor,False,False
1117,3,80.42857143,0,0.0,61,5900.351378,0.0,0.007213115,0.0,0.0,Mar,3,2,3,10,Returning_Visitor,False,False
4797,3,74.0,0,0.0,8,129.0,0.033333333,0.072222222,0.0,0.0,May,3,2,3,3,Returning_Visitor,False,False
2687,3,91.83333333,0,0.0,11,534.0,0.015384615,0.015384615,44.29661538,0.0,May,1,1,1,2,New_Visitor,False,True
8603,0,0.0,0,0.0,9,1726.5,0.0,,0.0,0.0,Dec,2,4,7,1,Returning_Visitor,False,False
11525,0,0.0,0,0.0,40,2426.266667,0.004878049,,0.0,0.0,Nov,2,2,2,11,Returning_Visitor,False,False
10616,5,44.75,3,51.5,107,3074.852778,0.015454545,0.026239965,0.0,0.0,Nov,2,2,3,1,Returning_Visitor,True,False
6531,6,175.1,0,0.0,3,27.6,0.0,0.011111111,0.0,0.0,Jul,2,10,3,5,New_Visitor,False,False
2626,5,106.3214286,4,189.0,37,1306.028022,0.004263566,,33.3335814,0.0,May,2,4,1,3,Returning_Visitor,False,False
11396,0,0.0,0,0.0,9,1591.0,0.066666667,0.133333333,0.0,0.0,Dec,2,2,3,13,Returning_Visitor,False,False
3483,0,0.0,0,0.0,3,105.25,0.0,0.044444444,0.0,0.0,May,3,2,8,4,Returning_Visitor,True,False
3805,5,33.0,0,0.0,54,1835.066667,0.003773585,0.011320755,0.0,0.0,May,2,2,4,4,Returning_Visitor,False,False
6056,0,0.0,0,0.0,27,263.2666667,0.0,0.038518519,0.0,0.0,June,2,2,1,3,Returning_Visitor,False,False
2614,5,99.66666667,0,0.0,14,1714.166667,0.0,,33.196,0.0,May,2,2,1,2,Returning_Visitor,False,False
4182,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,1,1,1,3,Returning_Visitor,False,False
3652,1,65.0,0,0.0,13,531.0,0.033333333,,0.0,0.0,May,2,6,3,3,Returning_Visitor,False,False
1950,0,0.0,0,0.0,1,0.0,0.2,,0.0,0.0,Mar,3,3,3,3,Returning_Visitor,False,False
2604,2,100.0,0,0.0,22,639.5,0.0,0.008695652,101.3721739,0.0,May,1,1,1,4,Returning_Visitor,True,True
1667,1,14.0,0,0.0,21,334.7857143,0.0,0.023333333,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
4051,0,0.0,0,0.0,4,108.0,0.0,0.05,0.0,0.8,May,3,2,3,2,Returning_Visitor,False,False
7053,11,240.1,1,0.0,33,668.0333333,0.0,,0.0,0.0,Aug,2,4,7,2,New_Visitor,True,False
8811,0,0.0,0,0.0,8,1066.25,0.0,0.028571429,9.0847678,0.0,Nov,1,8,4,11,Returning_Visitor,True,True
4956,0,0.0,0,0.0,3,23.0,0.066666667,0.1,0.0,0.6,May,3,2,1,3,Returning_Visitor,False,False
1731,3,275.0,1,29.5,30,1107.047619,0.0,,35.98106601,0.0,Mar,3,2,3,1,Returning_Visitor,True,True
2824,10,620.952381,5,1307.0,131,9487.940434,0.001726619,0.011632486,0.761076259,0.0,May,2,2,2,2,Returning_Visitor,False,False
623,0,0.0,0,0.0,6,13.0,0.133333333,,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,False,False
4451,2,273.0,1,1.0,10,384.4,0.044444444,0.043386243,0.0,0.0,May,1,1,1,3,Returning_Visitor,False,False
1230,0,0.0,0,0.0,12,471.5,0.016666667,0.066666667,0.0,0.0,Mar,1,1,6,3,Returning_Visitor,False,False
7191,0,0.0,0,0.0,6,67.0,0.016666667,,0.0,0.0,Jul,2,4,1,1,Returning_Visitor,False,False
10949,2,29.75,0,0.0,44,1410.428571,0.008695652,0.026086957,0.0,0.0,Nov,2,2,1,8,Returning_Visitor,True,False
2958,4,38.0,0,0.0,6,107.0,0.006060606,0.042424242,0.0,1.0,May,2,6,2,2,Returning_Visitor,True,False
7876,5,66.9,0,0.0,12,86.63333333,0.0,0.025,42.93595137,0.0,Oct,4,1,1,7,Returning_Visitor,True,True
522,0,0.0,0,0.0,26,694.3,0.023076923,0.036410256,0.0,0.0,Mar,3,2,2,3,Returning_Visitor,True,False
559,0,0.0,0,0.0,44,441.7916667,0.004545455,0.018181818,0.0,0.0,Mar,4,2,1,3,Returning_Visitor,False,False
5737,1,5.5,0,0.0,103,1955.168685,0.015359477,0.037057104,0.0,0.0,June,2,2,9,13,Returning_Visitor,True,False
8939,0,0.0,0,0.0,6,551.5,0.033333333,0.077777778,0.0,0.0,Nov,3,2,4,11,Returning_Visitor,True,False
1,0,0.0,0,0.0,2,64.0,0.0,0.1,0.0,0.0,Feb,2,2,1,2,Returning_Visitor,False,False
10529,0,0.0,0,0.0,8,167.8333333,0.0,0.05,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
7552,7,115.7272727,0,0.0,43,2660.283333,0.030612245,0.055782313,0.0,0.0,Jul,2,2,2,13,Returning_Visitor,False,False
1125,1,58.0,0,0.0,5,64.0,0.0,0.016666667,0.0,0.0,Mar,1,1,4,2,New_Visitor,False,False
7105,0,0.0,0,0.0,74,1146.469048,0.021621622,,0.408238132,0.0,Nov,2,2,1,1,Returning_Visitor,False,False
7908,4,39.8,0,0.0,9,132.4,0.0,0.006666667,0.0,0.0,Aug,2,2,1,5,New_Visitor,False,True
11845,12,246.252381,2,56.5,102,4264.419078,0.007783883,0.019834499,0.0,0.0,Nov,3,2,1,10,Returning_Visitor,True,False
1181,1,0.0,0,0.0,3,321.5,0.05,0.1,0.0,0.0,Mar,3,2,2,1,Returning_Visitor,False,False
7836,1,25.7,0,0.0,6,143.3,0.0,,38.27331194,0.0,Jul,2,5,1,4,New_Visitor,False,True
7365,0,0.0,0,0.0,7,238.9333333,0.0,0.014285714,0.0,0.0,Sep,2,2,4,2,Returning_Visitor,False,False
5920,0,0.0,0,0.0,19,281.4333333,0.038596491,0.082807018,0.0,0.0,June,2,2,3,4,Returning_Visitor,False,False
1684,6,99.0,1,1.0,23,637.0,0.0,,0.0,0.0,Mar,2,5,9,8,New_Visitor,False,False
4751,8,127.7,3,36.0,70,1675.525366,0.018181818,0.026731602,15.02583766,0.0,May,3,2,3,11,Returning_Visitor,False,False
5158,2,79.5,2,241.0,4,43.5,0.05,0.0625,0.0,0.6,May,1,1,8,2,Returning_Visitor,False,False
11157,3,93.5,0,0.0,8,170.25,0.0,0.02,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,False,False
